Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye,VisionXOutput
07:45:24.111 PM 02/18/2016,Teleop Enabled,0,TRUE,91,Variant To Data in WPI_DigitalInputRefNum Registry Get.vi->Periodic Tasks.vi->Robot Main.vi,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.090000,1.020000,1.250000,1.000000,107.000000,1,0,-0.000000,0.000000,1,0.000000,0.010315,0.000000,23.693268,15.649612,0.000000,0.245000,0.010000,0.025000,FlatInitial,ResetBack,0,-0.828125,-0.090000
07:45:24.211 PM 02/18/2016,Teleop Enabled,0,TRUE,-44007,<LOCATION>WPI_DigitalInputRefNum Registry Get.vi<CALLSTACK>WPI_DigitalInputRefNum Registry Get.vi< <Periodic Tasks.vi< <Robot Main.vi,-16.113281,76.464844,-6000.000000,-6000.000000,Speed,Speed,-0.120000,1.080000,1.240000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.048264,-0.039032,0.000000,23.695709,15.649170,0.000000,-0.010000,-0.091000,-0.166000,FlatInitial,ResetBack,0,-0.828125,-0.120000
07:45:24.311 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-47.607422,1105.664062,-6000.000000,-6000.000000,Speed,Speed,-0.200000,1.040000,1.310000,1.000000,104.000000,1,0,-0.000000,0.000000,1,0.048264,-0.039032,0.000000,23.695709,15.649170,0.000000,-0.010000,-0.091000,-0.166000,FlatInitial,ResetBack,0,-0.828125,-0.200000
07:45:24.411 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-170.507812,2144.384766,-6000.000000,-6000.000000,Speed,Speed,-0.240000,1.050000,1.380000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.042328,0.000000,23.699188,15.648926,0.000000,-0.014000,0.020000,0.037000,FlatInitial,ResetBack,0,-0.828125,-0.240000
07:45:24.511 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-398.583984,3176.513672,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.080000,1.740000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.066116,-0.016251,0.000000,23.694717,15.649292,0.000000,0.036000,0.024000,0.041000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:24.611 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-948.779297,3829.980469,-6000.000000,-6000.000000,Speed,Speed,-0.320000,1.000000,1.520000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.066116,-0.016251,0.000000,23.694717,15.649292,0.000000,0.036000,0.024000,0.041000,FlatInitial,ResetBack,0,-0.828125,-0.320000
07:45:24.712 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-1024.658203,3690.966797,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.030000,1.860000,1.000000,104.000000,1,0,-0.000000,0.000000,1,-0.092575,0.052048,0.000000,23.680923,15.652298,0.000000,0.167000,-0.237000,0.996000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:24.814 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-1480.224609,4219.921875,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.030000,1.860000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.092575,0.052048,0.000000,23.680923,15.652298,0.000000,0.167000,-0.237000,0.996000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:24.918 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-1392.041016,4167.919922,-6000.000000,-6000.000000,Speed,Speed,-0.340000,1.030000,1.400000,1.000000,107.000000,1,0,-0.000000,0.000000,1,-0.038986,-0.054047,0.000000,23.676788,15.648300,0.000000,0.039000,-0.001000,0.279000,FlatInitial,ResetBack,0,-0.828125,-0.340000
07:45:25.019 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-1462.060547,3788.378906,-6000.000000,-6000.000000,Speed,Speed,-0.350000,0.980000,1.440000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.088318,-0.063400,0.000000,23.671722,15.645187,0.000000,-0.030000,-0.068000,0.095000,FlatInitial,ResetBack,0,-0.828125,-0.350000
07:45:25.118 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-2146.142578,3733.154297,-6000.000000,-6000.000000,Speed,Speed,-0.350000,0.980000,1.440000,1.000000,103.000000,1,0,-0.000000,0.000000,1,-0.088318,-0.063400,0.000000,23.671722,15.645187,0.000000,-0.030000,-0.068000,0.095000,FlatInitial,ResetBack,0,-0.828125,-0.350000
07:45:25.219 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-2326.464844,3739.160156,-6000.000000,-6000.000000,Speed,Speed,-0.310000,0.890000,1.520000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.063019,-0.096954,0.000000,23.666397,15.640121,0.000000,0.022000,0.080000,0.029000,FlatInitial,ResetBack,0,-0.828125,-0.310000
07:45:25.320 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-2897.021484,3822.802734,-6000.000000,-6000.000000,Speed,Speed,-0.340000,1.030000,1.490000,1.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,-0.100037,0.000000,23.664474,15.635254,0.000000,0.008000,-0.098000,-0.102000,FlatInitial,ResetBack,0,-0.828125,-0.340000
07:45:25.422 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-3246.972656,3892.968750,-6000.000000,-6000.000000,Speed,Speed,-0.340000,1.030000,1.490000,1.000000,104.000000,1,0,-0.000000,0.000000,1,0.027725,-0.081879,0.000000,23.665024,15.632309,0.000000,0.064000,0.045000,0.118000,FlatInitial,ResetBack,0,-0.828125,-0.340000
07:45:25.528 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-3730.517578,3987.890625,-6000.000000,-6000.000000,Speed,Speed,-0.330000,1.050000,1.340000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.021423,-0.092331,0.000000,23.668350,15.624619,0.000000,-0.005000,-0.079000,-0.064000,FlatInitial,ResetBack,0,-0.828125,-0.330000
07:45:25.629 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-3945.556641,4083.984375,-6000.000000,-6000.000000,Speed,Speed,-0.330000,1.050000,1.340000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.021423,-0.092331,0.000000,23.668350,15.624619,0.000000,0.092000,-0.040000,0.003000,FlatInitial,ResetBack,0,-0.828125,-0.330000
07:45:25.729 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-4147.265625,4083.984375,-6000.000000,-6000.000000,Speed,Speed,-0.350000,1.010000,1.220000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.064499,-0.109680,0.000000,23.673492,15.614655,0.000000,0.030000,0.023000,0.112000,FlatInitial,ResetBack,0,-0.828125,-0.350000
07:45:25.831 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-4102.880859,4078.271484,-6000.000000,-6000.000000,Speed,Speed,-0.350000,1.010000,1.220000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.041443,-0.103180,0.000000,23.675842,15.609863,0.000000,0.030000,0.023000,0.112000,FlatInitial,ResetBack,0,-0.828125,-0.350000
07:45:25.930 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-1676.513672,2747.167969,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.100000,1.380000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.041443,-0.103180,0.000000,23.675842,15.609863,0.000000,0.037000,0.082000,-0.026000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:26.031 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-46.289062,666.064453,-6000.000000,-6000.000000,Speed,Speed,-0.390000,1.080000,1.440000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.012787,-0.113892,0.000000,23.678162,15.599014,0.000000,0.064000,0.132000,-0.350000,FlatInitial,ResetBack,0,-0.828125,-0.390000
07:45:26.131 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-1.757812,666.064453,-6000.000000,-6000.000000,Speed,Speed,-0.370000,1.100000,1.440000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,-0.129807,0.000000,23.678650,15.592484,0.000000,-0.106000,-0.070000,0.237000,FlatInitial,ResetBack,0,-0.828125,-0.370000
07:45:26.231 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-1.757812,-2.929688,-6000.000000,-6000.000000,Speed,Speed,-0.310000,1.030000,1.390000,1.000000,109.000000,1,0,-0.000000,0.000000,1,-0.005234,0.000000,0.000000,23.678650,15.588806,0.000000,0.000000,0.017000,-0.094000,FlatInitial,ResetBack,0,-0.828125,-0.310000
07:45:26.331 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-0.292969,0.292969,-6000.000000,-6000.000000,Speed,Speed,-0.340000,1.090000,1.420000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000504,0.010468,0.000000,23.678864,15.588959,0.000000,-0.027000,0.015000,-0.014000,FlatInitial,ResetBack,0,-0.828125,-0.340000
07:45:26.433 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.070000,1.430000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,-0.002319,0.000000,23.678635,15.589096,0.000000,-0.027000,0.015000,-0.014000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:26.534 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.280000,1.060000,1.390000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.010000,-0.009000,0.005000,FlatInitial,ResetBack,0,-0.828125,-0.280000
07:45:26.634 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.050000,1.350000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.010000,-0.009000,0.005000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:26.734 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.280000,1.060000,1.370000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.008000,0.001000,0.008000,FlatInitial,ResetBack,0,-0.828125,-0.280000
07:45:26.834 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.060000,1.360000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.008000,0.001000,0.008000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:26.935 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.050000,1.350000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.002000,-0.003000,0.002000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:27.036 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.050000,1.340000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,-0.004000,0.003000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:27.137 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.050000,1.340000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,0.003000,0.001000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:27.237 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.050000,1.330000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,0.002000,0.004000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:27.337 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.040000,1.330000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.001000,-0.001000,0.001000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:27.438 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.040000,1.330000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.001000,-0.005000,0.003000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:27.538 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.040000,1.330000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,0.001000,0.010000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:27.638 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.040000,1.330000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,-0.002000,0.000000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:27.739 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.030000,1.320000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.002000,-0.002000,0.006000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:27.841 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.030000,1.320000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,0.000000,0.006000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:27.942 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.030000,1.310000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,0.000000,0.000000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:28.043 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.030000,1.320000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.001000,0.000000,0.007000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:28.145 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.310000,1.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.001000,-0.003000,0.003000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:28.245 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.010000,1.300000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,0.000000,0.002000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:28.346 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.290000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.001000,-0.001000,0.005000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:28.446 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.290000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,0.000000,0.003000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:28.547 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.290000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.001000,0.001000,0.005000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:28.648 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.290000,1.000000,107.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,0.000000,0.001000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:28.748 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.290000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.001000,0.003000,0.000000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:28.849 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.290000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,-0.002000,0.005000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:28.949 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.290000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,-0.004000,0.006000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:29.049 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.290000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.001000,0.000000,0.009000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:29.149 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.280000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.002000,-0.002000,0.000000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:29.249 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.280000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.002000,0.000000,0.001000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:29.349 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.280000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,-0.001000,-0.001000,0.005000,FlatInitial,ResetBack,0,-0.828125,-0.290000
07:45:29.449 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.300000,1.020000,1.280000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.000000,-0.003000,0.004000,FlatInitial,ResetBack,0,-0.828125,-0.300000
07:45:29.550 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.020000,1.280000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.678635,15.588974,0.000000,0.001000,0.003000,0.003000,FlatInitial,ResetBack,0,-0.828125,-0.290000
